website,ip_address,cdn_server
rottentomatoes.com,104.103.203.176,a104-103-203-176.deploy.static.akamaitechnologies.com
xero.com,99.86.4.60,server-99-86-4-60.fra6.r.cloudfront.net
ethz.ch,129.132.19.216,cms-publish.ethz.ch
ccc.de,195.54.164.39,web.ber.ccc.de
nalog.ru,37.220.164.100,cdn.ngenix.net
hawaii.edu,128.171.133.42,p20hawaii.org
sba.gov,54.221.219.215,ec2-54-221-219-215.compute-1.amazonaws.com
mobilefuse.com,18.245.60.31,server-18-245-60-31.fra60.r.cloudfront.net
qualcomm.com,129.46.98.181,vip-drekar-lasdmzprd-xredirect.qualcomm.com
google.com.pk,172.217.169.3,lhr25s26-in-f3.1e100.net
code.org,18.245.31.41,server-18-245-31-41.fra56.r.cloudfront.net
tele2.ru,78.41.111.55,cdn.ngenix.net
uga.edu,3.33.229.187,a4345f13d27631163.awsglobalaccelerator.com
lastline.com,208.91.0.132,as-40816.engx.vmware.com
google.lk,216.58.201.99,prg03s02-in-f3.1e100.net
eia.gov,205.254.131.126,parspssmtest.doe.gov
siemens.de,75.2.23.197,a63a2890458a45c87.awsglobalaccelerator.com
tenor.co,34.120.13.18,18.13.120.34.bc.googleusercontent.com
merchant-center-analytics.goog,216.239.32.27,any-in-201b.1e100.net
alamy.com,18.202.65.174,ec2-18-202-65-174.eu-west-1.compute.amazonaws.com
pr3tty-fly4.com,162.55.18.189,psh8-2.1push.io
asuscomm.com,54.191.180.149,ec2-54-191-180-149.us-west-2.compute.amazonaws.com
lapresse.ca,34.234.47.18,ec2-34-234-47-18.compute-1.amazonaws.com
3m.com,3.14.46.171,ec2-3-14-46-171.us-east-2.compute.amazonaws.com
ons.gov.uk,18.169.209.99,ec2-18-169-209-99.eu-west-2.compute.amazonaws.com
salesforce-scrt.com,35.176.92.21,ec2-35-176-92-21.eu-west-2.compute.amazonaws.com
uh.edu,129.7.97.54,www.uh.edu
netlify.com,15.197.167.90,afa7f374f51cc8991.awsglobalaccelerator.com
jal.co.jp,18.178.219.162,ec2-18-178-219-162.ap-northeast-1.compute.amazonaws.com
lgdacom.net,34.149.84.92,92.84.149.34.bc.googleusercontent.com
turbify.com,54.225.107.151,ec2-54-225-107-151.compute-1.amazonaws.com
statsig.com,34.36.101.214,214.101.36.34.bc.googleusercontent.com
academy.com,174.46.23.26,174-46-23-26.static.ctl.one
gigaset.net,81.173.115.217,ip81-173-115-217.pbiaas.com
autotrader.com,23.50.132.184,a23-50-132-184.deploy.static.akamaitechnologies.com
trenitalia.com,95.100.72.68,a95-100-72-68.deploy.static.akamaitechnologies.com
retailrocket.ru,88.99.142.227,static.88-99-142-227.clients.your-server.de
o2.pl,212.77.98.29,www.o2.pl
google.ga,216.58.201.99,prg03s02-in-f99.1e100.net
taxtelecom.ru,94.130.216.99,htz2.taximaxim.com
deviantart.net,35.163.214.23,ec2-35-163-214-23.us-west-2.compute.amazonaws.com
twingate.com,34.36.151.97,97.151.36.34.bc.googleusercontent.com
alaska.gov,158.145.65.37,alaskacare.gov
googlecode.com,172.217.16.228,mad08s04-in-f4.1e100.net
growthbook.io,143.204.215.59,server-143-204-215-59.fra53.r.cloudfront.net
eqads.com,74.213.173.116,74-213-173-116.beanfield.net
nine.com.au,75.2.43.150,a6033b2998aeb1ff7.awsglobalaccelerator.com
ccleaner.com,18.66.147.66,server-18-66-147-66.fra60.r.cloudfront.net
decolar.com,44.210.62.22,ec2-44-210-62-22.compute-1.amazonaws.com
fnn.jp,18.245.31.27,server-18-245-31-27.fra56.r.cloudfront.net
upmusics.com,88.198.87.74,static.88.198.87.74.clients.your-server.de
rusvideos.cc,212.162.152.11,4769541.ds-b.had.pm
nishinippon.co.jp,18.245.86.117,server-18-245-86-117.fra60.r.cloudfront.net
petsmart.com,204.74.99.100,crs.ultradns.net
divvy.co,52.12.166.100,ec2-52-12-166-100.us-west-2.compute.amazonaws.com
cryoutcreations.eu,95.211.185.122,web.cryout.eu
lespompeurs.com,51.68.247.241,vs1201.deus-communication.cognix-systems.net
google.org,216.239.32.27,any-in-201b.1e100.net
volkskrant.nl,2.18.27.151,a2-18-27-151.deploy.static.akamaitechnologies.com
dedeman.ro,52.16.150.45,ec2-52-16-150-45.eu-west-1.compute.amazonaws.com
supersport.hr,3.127.128.129,ec2-3-127-128-129.eu-central-1.compute.amazonaws.com
bitcoin.com,75.2.84.139,ab131f7b344fd985a.awsglobalaccelerator.com
pex.jp,99.86.4.20,server-99-86-4-20.fra6.r.cloudfront.net
umt.edu,150.131.194.46,wtswww.ito.umt.edu
which.co.uk,52.49.28.101,ec2-52-49-28-101.eu-west-1.compute.amazonaws.com
sitepoint.com,54.148.84.95,ec2-54-148-84-95.us-west-2.compute.amazonaws.com
hackerrank.com,34.225.182.236,ec2-34-225-182-236.compute-1.amazonaws.com
kiskegyed.hu,75.2.20.139,af07376032adb5926.awsglobalaccelerator.com
redlights.be,34.107.190.89,89.190.107.34.bc.googleusercontent.com
campaign-archive1.com,173.222.12.6,a173-222-12-6.deploy.static.akamaitechnologies.com
