website,ip_address,cdn_server
nine.com.au,75.2.43.150,a6033b2998aeb1ff7.awsglobalaccelerator.com
eqads.com,74.213.173.116,74-213-173-116.beanfield.net
ccleaner.com,18.238.80.74,server-18-238-80-74.jfk52.r.cloudfront.net
alaska.gov,158.145.65.37,state.ak.us
decolar.com,44.210.62.22,ec2-44-210-62-22.compute-1.amazonaws.com
fnn.jp,13.249.91.77,server-13-249-91-77.jfk52.r.cloudfront.net
divvy.co,52.12.154.90,ec2-52-12-154-90.us-west-2.compute.amazonaws.com
upmusics.com,88.198.87.74,static.88.198.87.74.clients.your-server.de
rusvideos.cc,212.162.152.11,4769541.ds-b.had.pm
nishinippon.co.jp,3.168.73.38,server-3-168-73-38.jfk50.r.cloudfront.net
petsmart.com,204.74.99.100,crs.ultradns.net
cryoutcreations.eu,95.211.185.122,web.cryout.eu
lespompeurs.com,51.68.247.241,vs1201.deus-communication.cognix-systems.net
volkskrant.nl,23.34.59.13,a23-34-59-13.deploy.static.akamaitechnologies.com
google.org,216.239.32.27,any-in-201b.1e100.net
dedeman.ro,52.16.150.45,ec2-52-16-150-45.eu-west-1.compute.amazonaws.com
supersport.hr,3.77.101.43,ec2-3-77-101-43.eu-central-1.compute.amazonaws.com
bitcoin.com,99.83.188.88,ab131f7b344fd985a.awsglobalaccelerator.com
pex.jp,13.225.63.107,server-13-225-63-107.ewr53.r.cloudfront.net
sitepoint.com,54.148.84.95,ec2-54-148-84-95.us-west-2.compute.amazonaws.com
which.co.uk,34.246.63.90,ec2-34-246-63-90.eu-west-1.compute.amazonaws.com
umt.edu,150.131.194.46,wtswww.ito.umt.edu
schneevonmorgen.com,18.164.116.118,server-18-164-116-118.jfk50.r.cloudfront.net
kiskegyed.hu,99.83.146.250,af07376032adb5926.awsglobalaccelerator.com
hackerrank.com,34.206.230.13,ec2-34-206-230-13.compute-1.amazonaws.com
campaign-archive1.com,184.50.204.5,a184-50-204-5.deploy.static.akamaitechnologies.com
redlights.be,34.107.190.89,89.190.107.34.bc.googleusercontent.com
paysafecard.com,3.5.137.15,s3-website.eu-central-1.amazonaws.com
