website,ip_address,cdn_server
mobilefuse.com,108.158.61.34,server-108-158-61-34.bom78.r.cloudfront.net
sba.gov,35.153.10.75,ec2-35-153-10-75.compute-1.amazonaws.com
qualcomm.com,129.46.98.181,oss.qualcomm.com
google.com.pk,142.250.183.67,bom12s12-in-f3.1e100.net
code.org,18.239.142.99,server-18-239-142-99.bom54.r.cloudfront.net
tele2.ru,78.41.111.55,cdn.ngenix.net
uga.edu,15.197.234.180,a4345f13d27631163.awsglobalaccelerator.com
lastline.com,208.91.0.132,as-40816.engx.vmware.com
google.lk,142.250.183.163,bom07s32-in-f3.1e100.net
eia.gov,205.254.131.126,parspssmtest.doe.gov
siemens.de,75.2.23.197,a63a2890458a45c87.awsglobalaccelerator.com
tenor.co,34.120.13.18,18.13.120.34.bc.googleusercontent.com
merchant-center-analytics.goog,216.239.32.27,any-in-201b.1e100.net
pr3tty-fly4.com,178.63.248.55,psh8.1push.io
alamy.com,52.209.52.68,ec2-52-209-52-68.eu-west-1.compute.amazonaws.com
asuscomm.com,54.191.180.149,ec2-54-191-180-149.us-west-2.compute.amazonaws.com
lapresse.ca,52.206.165.235,ec2-52-206-165-235.compute-1.amazonaws.com
3m.com,3.14.46.171,ec2-3-14-46-171.us-east-2.compute.amazonaws.com
ons.gov.uk,18.169.209.99,ec2-18-169-209-99.eu-west-2.compute.amazonaws.com
uh.edu,129.7.97.54,uh.edu
netlify.com,3.33.186.135,afa7f374f51cc8991.awsglobalaccelerator.com
salesforce-scrt.com,13.126.23.67,ec2-13-126-23-67.ap-south-1.compute.amazonaws.com
jal.co.jp,18.178.219.162,ec2-18-178-219-162.ap-northeast-1.compute.amazonaws.com
statsig.com,34.36.101.214,214.101.36.34.bc.googleusercontent.com
lgdacom.net,34.149.84.92,92.84.149.34.bc.googleusercontent.com
turbify.com,34.232.111.163,ec2-34-232-111-163.compute-1.amazonaws.com
academy.com,174.46.23.26,174-46-23-26.static.ctl.one
gigaset.net,81.173.115.217,ip81-173-115-217.pbiaas.com
autotrader.com,23.38.51.183,a23-38-51-183.deploy.static.akamaitechnologies.com
trenitalia.com,184.85.180.226,a184-85-180-226.deploy.static.akamaitechnologies.com
retailrocket.ru,88.99.142.227,static.88-99-142-227.clients.your-server.de
o2.pl,212.77.98.29,www.o2.pl
google.ga,142.250.71.99,pnbomb-ad-in-f3.1e100.net
taxtelecom.ru,94.130.216.99,htz2.taximaxim.com
deviantart.net,44.226.191.238,ec2-44-226-191-238.us-west-2.compute.amazonaws.com
twingate.com,34.36.151.97,97.151.36.34.bc.googleusercontent.com
alaska.gov,158.145.65.37,webbase.f.alaska.gov
googlecode.com,216.58.203.36,bom12s05-in-f4.1e100.net
growthbook.io,18.239.111.59,server-18-239-111-59.bom54.r.cloudfront.net
nine.com.au,99.83.186.106,a6033b2998aeb1ff7.awsglobalaccelerator.com
eqads.com,74.213.173.116,74-213-173-116.beanfield.net
ccleaner.com,108.159.61.68,server-108-159-61-68.bom78.r.cloudfront.net
decolar.com,44.210.62.22,ec2-44-210-62-22.compute-1.amazonaws.com
fnn.jp,18.155.99.63,server-18-155-99-63.blr50.r.cloudfront.net
upmusics.com,88.198.87.74,static.88.198.87.74.clients.your-server.de
rusvideos.cc,212.162.152.11,4769541.ds-b.had.pm
nishinippon.co.jp,108.159.80.32,server-108-159-80-32.bom78.r.cloudfront.net
divvy.co,54.186.198.138,ec2-54-186-198-138.us-west-2.compute.amazonaws.com
petsmart.com,204.74.99.100,crs.ultradns.net
cryoutcreations.eu,95.211.185.122,web.cryout.eu
lespompeurs.com,51.68.247.241,vs1201.deus-communication.cognix-systems.net
google.org,216.239.32.27,any-in-201b.1e100.net
volkskrant.nl,23.11.215.153,a23-11-215-153.deploy.static.akamaitechnologies.com
dedeman.ro,52.16.150.45,ec2-52-16-150-45.eu-west-1.compute.amazonaws.com
supersport.hr,54.93.85.179,ec2-54-93-85-179.eu-central-1.compute.amazonaws.com
bitcoin.com,75.2.84.139,ab131f7b344fd985a.awsglobalaccelerator.com
pex.jp,18.66.57.126,server-18-66-57-126.bom78.r.cloudfront.net
which.co.uk,34.246.63.90,ec2-34-246-63-90.eu-west-1.compute.amazonaws.com
sitepoint.com,54.148.84.95,ec2-54-148-84-95.us-west-2.compute.amazonaws.com
umt.edu,150.131.194.46,wtswww.ito.umt.edu
hackerrank.com,18.207.145.16,ec2-18-207-145-16.compute-1.amazonaws.com
kiskegyed.hu,99.83.146.250,af07376032adb5926.awsglobalaccelerator.com
redlights.be,34.107.190.89,89.190.107.34.bc.googleusercontent.com
campaign-archive1.com,23.61.112.5,a23-61-112-5.deploy.static.akamaitechnologies.com
