website,ip_address,cdn_server
google.lk,142.250.184.195,fra24s11-in-f3.1e100.net
eia.gov,205.254.131.126,parspssmtest.doe.gov
siemens.de,75.2.23.197,a63a2890458a45c87.awsglobalaccelerator.com
tenor.co,34.120.13.18,18.13.120.34.bc.googleusercontent.com
merchant-center-analytics.goog,216.239.32.27,any-in-201b.1e100.net
statsig.com,34.36.101.214,214.101.36.34.bc.googleusercontent.com
alamy.com,34.241.165.15,ec2-34-241-165-15.eu-west-1.compute.amazonaws.com
3m.com,3.13.79.249,ec2-3-13-79-249.us-east-2.compute.amazonaws.com
netlify.com,3.33.186.135,afa7f374f51cc8991.awsglobalaccelerator.com
lapresse.ca,52.206.165.235,ec2-52-206-165-235.compute-1.amazonaws.com
uh.edu,129.7.97.54,www.uh.edu
ons.gov.uk,18.169.209.99,ec2-18-169-209-99.eu-west-2.compute.amazonaws.com
asuscomm.com,54.191.180.149,ec2-54-191-180-149.us-west-2.compute.amazonaws.com
jal.co.jp,18.178.219.162,ec2-18-178-219-162.ap-northeast-1.compute.amazonaws.com
salesforce-scrt.com,35.158.127.51,ec2-35-158-127-51.eu-central-1.compute.amazonaws.com
lgdacom.net,34.149.84.92,92.84.149.34.bc.googleusercontent.com
academy.com,174.46.23.26,174-46-23-26.static.ctl.one
turbify.com,3.84.65.235,ec2-3-84-65-235.compute-1.amazonaws.com
autotrader.com,95.101.177.16,a95-101-177-16.deploy.static.akamaitechnologies.com
gigaset.net,81.173.115.217,ip81-173-115-217.pbiaas.com
trenitalia.com,23.67.130.178,a23-67-130-178.deploy.static.akamaitechnologies.com
retailrocket.ru,88.99.142.227,static.88-99-142-227.clients.your-server.de
o2.pl,212.77.98.29,www.o2.pl
deviantart.net,35.83.109.39,ec2-35-83-109-39.us-west-2.compute.amazonaws.com
pr3tty-fly4.com,157.90.33.74,psh3.1push.io
twingate.com,34.36.151.97,97.151.36.34.bc.googleusercontent.com
taxtelecom.ru,94.130.216.99,htz2.taximaxim.com
google.ga,172.217.18.3,fra15s28-in-f3.1e100.net
googlecode.com,142.250.186.164,fra24s08-in-f4.1e100.net
growthbook.io,143.204.215.89,server-143-204-215-89.fra53.r.cloudfront.net
nine.com.au,99.83.186.106,a6033b2998aeb1ff7.awsglobalaccelerator.com
eqads.com,74.213.173.116,74-213-173-116.beanfield.net
ccleaner.com,18.66.147.112,server-18-66-147-112.fra60.r.cloudfront.net
alaska.gov,158.145.65.37,alaska.gov
decolar.com,142.202.129.22,142-202-129-22-static.despegar.net
fnn.jp,18.245.31.27,server-18-245-31-27.fra56.r.cloudfront.net
divvy.co,54.201.148.192,ec2-54-201-148-192.us-west-2.compute.amazonaws.com
upmusics.com,88.198.87.74,static.88.198.87.74.clients.your-server.de
rusvideos.cc,212.162.152.11,4769541.ds-b.had.pm
nishinippon.co.jp,18.245.86.117,server-18-245-86-117.fra60.r.cloudfront.net
petsmart.com,204.74.99.100,crs.ultradns.net
cryoutcreations.eu,95.211.185.122,web.cryout.eu
lespompeurs.com,51.68.247.241,vs1201.deus-communication.cognix-systems.net
volkskrant.nl,2.17.100.186,a2-17-100-186.deploy.static.akamaitechnologies.com
google.org,216.239.32.27,any-in-201b.1e100.net
dedeman.ro,52.16.150.45,ec2-52-16-150-45.eu-west-1.compute.amazonaws.com
supersport.hr,52.59.167.207,ec2-52-59-167-207.eu-central-1.compute.amazonaws.com
bitcoin.com,99.83.188.88,ab131f7b344fd985a.awsglobalaccelerator.com
pex.jp,99.86.4.20,server-99-86-4-20.fra6.r.cloudfront.net
sitepoint.com,54.148.84.95,ec2-54-148-84-95.us-west-2.compute.amazonaws.com
which.co.uk,52.48.14.237,ec2-52-48-14-237.eu-west-1.compute.amazonaws.com
umt.edu,150.131.194.46,wtswww.ito.umt.edu
schneevonmorgen.com,18.173.205.42,server-18-173-205-42.fra56.r.cloudfront.net
kiskegyed.hu,99.83.146.250,af07376032adb5926.awsglobalaccelerator.com
hackerrank.com,52.55.97.9,ec2-52-55-97-9.compute-1.amazonaws.com
campaign-archive1.com,69.192.160.7,a69-192-160-7.deploy.static.akamaitechnologies.com
redlights.be,34.107.190.89,89.190.107.34.bc.googleusercontent.com
paysafecard.com,3.5.138.53,s3-website.eu-central-1.amazonaws.com
