website,ip_address,cdn_server
pr3tty-fly4.com,162.55.18.188,psh7-2.1push.io
twingate.com,34.36.151.97,97.151.36.34.bc.googleusercontent.com
taxtelecom.ru,94.130.216.99,htz2.taximaxim.com
google.ga,142.251.46.227,sfo03s27-in-f3.1e100.net
googlecode.com,142.250.191.68,nuq04s43-in-f4.1e100.net
growthbook.io,13.227.74.65,server-13-227-74-65.sfo20.r.cloudfront.net
nine.com.au,99.83.186.106,a6033b2998aeb1ff7.awsglobalaccelerator.com
eqads.com,74.213.173.116,74-213-173-116.beanfield.net
ccleaner.com,13.35.121.121,server-13-35-121-121.sfo5.r.cloudfront.net
alaska.gov,158.145.65.37,webbase.f.alaska.gov
decolar.com,142.202.129.22,142-202-129-22-static.despegar.net
fnn.jp,18.155.202.9,server-18-155-202-9.sfo53.r.cloudfront.net
divvy.co,100.20.121.48,ec2-100-20-121-48.us-west-2.compute.amazonaws.com
upmusics.com,88.198.87.74,static.88.198.87.74.clients.your-server.de
rusvideos.cc,212.162.152.11,4769541.ds-b.had.pm
nishinippon.co.jp,18.238.192.77,server-18-238-192-77.sfo53.r.cloudfront.net
petsmart.com,204.74.99.100,crs.ultradns.net
cryoutcreations.eu,95.211.185.122,web.cryout.eu
lespompeurs.com,51.68.247.241,vs1201.deus-communication.cognix-systems.net
volkskrant.nl,23.216.149.148,a23-216-149-148.deploy.static.akamaitechnologies.com
google.org,216.239.32.27,any-in-201b.1e100.net
dedeman.ro,52.16.150.45,ec2-52-16-150-45.eu-west-1.compute.amazonaws.com
supersport.hr,3.123.168.247,ec2-3-123-168-247.eu-central-1.compute.amazonaws.com
bitcoin.com,75.2.84.139,ab131f7b344fd985a.awsglobalaccelerator.com
pex.jp,18.244.214.96,server-18-244-214-96.sfo53.r.cloudfront.net
sitepoint.com,54.148.84.95,ec2-54-148-84-95.us-west-2.compute.amazonaws.com
which.co.uk,34.246.63.90,ec2-34-246-63-90.eu-west-1.compute.amazonaws.com
umt.edu,150.131.194.46,wtswww.ito.umt.edu
schneevonmorgen.com,18.239.199.123,server-18-239-199-123.sfo53.r.cloudfront.net
kiskegyed.hu,75.2.20.139,af07376032adb5926.awsglobalaccelerator.com
hackerrank.com,52.55.97.9,ec2-52-55-97-9.compute-1.amazonaws.com
campaign-archive1.com,104.99.48.7,a104-99-48-7.deploy.static.akamaitechnologies.com
redlights.be,34.107.190.89,89.190.107.34.bc.googleusercontent.com
paysafecard.com,52.219.47.4,s3-website.eu-central-1.amazonaws.com
