website,ip_address,cdn_server
jal.co.jp,18.178.219.162,ec2-18-178-219-162.ap-northeast-1.compute.amazonaws.com
salesforce-scrt.com,35.182.14.37,ec2-35-182-14-37.ca-central-1.compute.amazonaws.com
lgdacom.net,34.149.84.92,92.84.149.34.bc.googleusercontent.com
academy.com,174.46.23.26,174-46-23-26.static.ctl.one
turbify.com,52.7.42.254,ec2-52-7-42-254.compute-1.amazonaws.com
autotrader.com,23.212.8.226,a23-212-8-226.deploy.static.akamaitechnologies.com
gigaset.net,81.173.115.217,ip81-173-115-217.pbiaas.com
trenitalia.com,23.222.35.143,a23-222-35-143.deploy.static.akamaitechnologies.com
retailrocket.ru,88.99.142.227,static.88-99-142-227.clients.your-server.de
o2.pl,212.77.98.29,www.o2.pl
deviantart.net,35.83.109.39,ec2-35-83-109-39.us-west-2.compute.amazonaws.com
pr3tty-fly4.com,162.55.18.189,psh8-2.1push.io
twingate.com,34.36.151.97,97.151.36.34.bc.googleusercontent.com
taxtelecom.ru,94.130.216.99,htz2.taximaxim.com
google.ga,172.217.165.3,yyz12s06-in-f3.1e100.net
googlecode.com,142.251.41.68,yyz10s20-in-f4.1e100.net
growthbook.io,18.245.96.63,server-18-245-96-63.yto50.r.cloudfront.net
nine.com.au,13.248.160.137,aa089eb6179d1ae2b.awsglobalaccelerator.com
eqads.com,74.213.173.116,74-213-173-116.beanfield.net
ccleaner.com,13.33.165.47,server-13-33-165-47.yto50.r.cloudfront.net
alaska.gov,158.145.65.37,alaska.gov
decolar.com,142.202.129.22,142-202-129-22-static.despegar.net
fnn.jp,18.245.96.109,server-18-245-96-109.yto50.r.cloudfront.net
divvy.co,52.42.0.24,ec2-52-42-0-24.us-west-2.compute.amazonaws.com
upmusics.com,88.198.87.74,static.88.198.87.74.clients.your-server.de
rusvideos.cc,212.162.152.11,4769541.ds-b.had.pm
nishinippon.co.jp,18.67.39.37,server-18-67-39-37.yto50.r.cloudfront.net
petsmart.com,204.74.99.100,crs.ultradns.net
cryoutcreations.eu,95.211.185.122,web.cryout.eu
lespompeurs.com,51.68.247.241,vs1201.deus-communication.cognix-systems.net
volkskrant.nl,23.205.255.206,a23-205-255-206.deploy.static.akamaitechnologies.com
google.org,216.239.32.27,any-in-201b.1e100.net
dedeman.ro,52.16.150.45,ec2-52-16-150-45.eu-west-1.compute.amazonaws.com
supersport.hr,18.185.210.9,ec2-18-185-210-9.eu-central-1.compute.amazonaws.com
bitcoin.com,75.2.84.139,ab131f7b344fd985a.awsglobalaccelerator.com
pex.jp,18.245.96.83,server-18-245-96-83.yto50.r.cloudfront.net
sitepoint.com,54.148.84.95,ec2-54-148-84-95.us-west-2.compute.amazonaws.com
which.co.uk,52.48.14.237,ec2-52-48-14-237.eu-west-1.compute.amazonaws.com
umt.edu,150.131.194.46,wtswww.ito.umt.edu
schneevonmorgen.com,18.67.39.122,server-18-67-39-122.yto50.r.cloudfront.net
kiskegyed.hu,75.2.20.139,af07376032adb5926.awsglobalaccelerator.com
hackerrank.com,3.228.247.114,ec2-3-228-247-114.compute-1.amazonaws.com
campaign-archive1.com,23.192.52.6,a23-192-52-6.deploy.static.akamaitechnologies.com
redlights.be,34.107.190.89,89.190.107.34.bc.googleusercontent.com
paysafecard.com,52.219.47.192,s3-website.eu-central-1.amazonaws.com
