website,ip_address,cdn_server
xero.com,18.239.36.23,server-18-239-36-23.ams58.r.cloudfront.net
ethz.ch,129.132.19.216,cms-publish.ethz.ch
mobilefuse.com,18.239.69.112,server-18-239-69-112.ams58.r.cloudfront.net
ccc.de,195.54.164.39,web.ber.ccc.de
hawaii.edu,128.171.133.42,web3-vip-www00.its.hawaii.edu
sba.gov,35.153.10.75,ec2-35-153-10-75.compute-1.amazonaws.com
nalog.ru,37.220.164.100,cdn.ngenix.net
google.com.pk,142.251.39.99,ams15s48-in-f3.1e100.net
tele2.ru,212.193.152.180,cdn.ngenix.net
code.org,18.239.36.82,server-18-239-36-82.ams58.r.cloudfront.net
qualcomm.com,129.46.98.181,qualcomm.com
uga.edu,3.33.229.187,a4345f13d27631163.awsglobalaccelerator.com
lastline.com,208.91.0.132,as-40816.engx.vmware.com
google.lk,172.217.23.195,ams16s37-in-f3.1e100.net
eia.gov,205.254.131.126,parspssmtest.doe.gov
siemens.de,99.83.253.123,a63a2890458a45c87.awsglobalaccelerator.com
tenor.co,34.120.13.18,18.13.120.34.bc.googleusercontent.com
merchant-center-analytics.goog,216.239.32.27,any-in-201b.1e100.net
statsig.com,34.36.101.214,214.101.36.34.bc.googleusercontent.com
alamy.com,34.255.127.214,ec2-34-255-127-214.eu-west-1.compute.amazonaws.com
3m.com,3.130.138.83,ec2-3-130-138-83.us-east-2.compute.amazonaws.com
netlify.com,15.197.167.90,afa7f374f51cc8991.awsglobalaccelerator.com
lapresse.ca,52.206.165.235,ec2-52-206-165-235.compute-1.amazonaws.com
uh.edu,129.7.97.54,campusnet.uh.edu
ons.gov.uk,18.169.209.99,ec2-18-169-209-99.eu-west-2.compute.amazonaws.com
asuscomm.com,54.191.180.149,ec2-54-191-180-149.us-west-2.compute.amazonaws.com
jal.co.jp,18.178.219.162,ec2-18-178-219-162.ap-northeast-1.compute.amazonaws.com
salesforce-scrt.com,35.158.127.52,ec2-35-158-127-52.eu-central-1.compute.amazonaws.com
lgdacom.net,34.149.84.92,92.84.149.34.bc.googleusercontent.com
academy.com,174.46.23.26,174-46-23-26.static.ctl.one
turbify.com,52.7.42.254,ec2-52-7-42-254.compute-1.amazonaws.com
autotrader.com,23.0.213.207,a23-0-213-207.deploy.static.akamaitechnologies.com
gigaset.net,81.173.115.217,ip81-173-115-217.pbiaas.com
trenitalia.com,23.207.120.158,a23-207-120-158.deploy.static.akamaitechnologies.com
retailrocket.ru,88.99.142.227,static.88-99-142-227.clients.your-server.de
o2.pl,212.77.98.29,www.o2.pl
deviantart.net,35.166.141.143,ec2-35-166-141-143.us-west-2.compute.amazonaws.com
pr3tty-fly4.com,157.90.33.73,psh4.1push.io
twingate.com,34.36.151.97,97.151.36.34.bc.googleusercontent.com
taxtelecom.ru,94.130.216.99,htz2.taximaxim.com
google.ga,172.217.23.195,ams16s37-in-f3.1e100.net
googlecode.com,142.251.36.4,ams15s44-in-f4.1e100.net
growthbook.io,13.227.219.109,server-13-227-219-109.ams54.r.cloudfront.net
nine.com.au,99.83.186.106,a6033b2998aeb1ff7.awsglobalaccelerator.com
eqads.com,74.213.173.116,74-213-173-116.beanfield.net
ccleaner.com,18.239.94.55,server-18-239-94-55.ams1.r.cloudfront.net
alaska.gov,158.145.65.37,courts.alaska.gov
decolar.com,142.202.129.22,142-202-129-22-static.despegar.net
fnn.jp,18.239.83.29,server-18-239-83-29.ams58.r.cloudfront.net
divvy.co,52.42.0.24,ec2-52-42-0-24.us-west-2.compute.amazonaws.com
upmusics.com,88.198.87.74,static.88.198.87.74.clients.your-server.de
rusvideos.cc,212.162.152.11,4769541.ds-b.had.pm
nishinippon.co.jp,18.239.69.20,server-18-239-69-20.ams58.r.cloudfront.net
petsmart.com,204.74.99.100,crs.ultradns.net
cryoutcreations.eu,95.211.185.122,web.cryout.eu
lespompeurs.com,51.68.247.241,vs1201.deus-communication.cognix-systems.net
volkskrant.nl,104.110.191.28,a104-110-191-28.deploy.static.akamaitechnologies.com
google.org,216.239.32.27,any-in-201b.1e100.net
dedeman.ro,52.16.150.45,ec2-52-16-150-45.eu-west-1.compute.amazonaws.com
supersport.hr,18.185.210.9,ec2-18-185-210-9.eu-central-1.compute.amazonaws.com
bitcoin.com,99.83.188.88,ab131f7b344fd985a.awsglobalaccelerator.com
pex.jp,18.239.36.111,server-18-239-36-111.ams58.r.cloudfront.net
sitepoint.com,54.148.84.95,ec2-54-148-84-95.us-west-2.compute.amazonaws.com
which.co.uk,52.48.14.237,ec2-52-48-14-237.eu-west-1.compute.amazonaws.com
umt.edu,150.131.194.46,wtswww.ito.umt.edu
schneevonmorgen.com,18.65.39.56,server-18-65-39-56.ams1.r.cloudfront.net
kiskegyed.hu,99.83.146.250,af07376032adb5926.awsglobalaccelerator.com
hackerrank.com,3.228.247.114,ec2-3-228-247-114.compute-1.amazonaws.com
campaign-archive1.com,23.220.112.6,a23-220-112-6.deploy.static.akamaitechnologies.com
redlights.be,34.107.190.89,89.190.107.34.bc.googleusercontent.com
paysafecard.com,52.219.168.20,s3-website.eu-central-1.amazonaws.com
