Website,CDN_Server_1,CDN_Server_2,CDN_Server_3,CDN_Server_4,CDN_Server_5,CDN_Server_6,CDN_Server_7,CDN_Server_8,CDN_Server_9,CDN_Server_10,CDN_Server_11,CDN_Server_12,CDN_Server_13
fda.gov,a23-45-110-38.deploy.static.akamaitechnologies.com,a104-114-97-67.deploy.static.akamaitechnologies.com,a23-204-12-22.deploy.static.akamaitechnologies.com,a23-50-83-222.deploy.static.akamaitechnologies.com,a23-59-202-45.deploy.static.akamaitechnologies.com,a184-84-44-18.deploy.static.akamaitechnologies.com,a104-74-44-37.deploy.static.akamaitechnologies.com,a23-197-148-66.deploy.static.akamaitechnologies.com,a23-214-145-57.deploy.static.akamaitechnologies.com,a23-7-32-40.deploy.static.akamaitechnologies.com,,,
appspot.com,syd09s31-in-f14.1e100.net,sg-in-f113.1e100.net,bom07s33-in-f14.1e100.net,yyz10s20-in-f14.1e100.net,yr-in-f101.1e100.net,lga25s78-in-f14.1e100.net,nuq04s44-in-f14.1e100.net,fra16s49-in-f14.1e100.net,sfo03s24-in-f14.1e100.net,ams15s48-in-f14.1e100.net,lga25s80-in-f14.1e100.net,lga25s73-in-f14.1e100.net,lhr48s27-in-f14.1e100.net
bestbuy.com,a23-221-76-226.deploy.static.akamaitechnologies.com,a23-220-112-201.deploy.static.akamaitechnologies.com,a23-73-12-165.deploy.static.akamaitechnologies.com,a23-202-168-42.deploy.static.akamaitechnologies.com,a23-44-52-214.deploy.static.akamaitechnologies.com,a23-207-192-215.deploy.static.akamaitechnologies.com,a23-50-228-35.deploy.static.akamaitechnologies.com,a2-22-68-167.deploy.static.akamaitechnologies.com,a104-76-100-220.deploy.static.akamaitechnologies.com,a96-17-64-207.deploy.static.akamaitechnologies.com,a2-18-160-177.deploy.static.akamaitechnologies.com,,
brave.com,server-13-225-78-129.fra2.r.cloudfront.net,server-3-165-82-61.sin2.r.cloudfront.net,server-18-65-39-129.ams1.r.cloudfront.net,server-18-67-17-57.yto50.r.cloudfront.net,server-18-161-216-55.blr50.r.cloudfront.net,server-52-85-61-9.ewr53.r.cloudfront.net,server-108-138-246-58.sfo5.r.cloudfront.net,server-18-67-110-128.syd62.r.cloudfront.net,server-18-239-236-77.lhr5.r.cloudfront.net,server-52-85-61-44.ewr53.r.cloudfront.net,server-108-156-152-52.atl58.r.cloudfront.net,server-108-138-246-65.sfo5.r.cloudfront.net,
healthline.com,server-18-245-86-8.fra60.r.cloudfront.net,server-18-245-86-66.fra60.r.cloudfront.net,server-13-225-63-45.ewr53.r.cloudfront.net,server-108-156-22-92.hel51.r.cloudfront.net,server-18-245-96-114.yto50.r.cloudfront.net,server-13-227-74-31.sfo20.r.cloudfront.net,server-18-238-243-54.ams58.r.cloudfront.net,server-13-225-63-41.ewr53.r.cloudfront.net,server-13-227-74-45.sfo20.r.cloudfront.net,server-13-227-74-44.sfo20.r.cloudfront.net,server-13-249-39-59.iad89.r.cloudfront.net,,
zemanta.com,a104-74-51-105.deploy.static.akamaitechnologies.com,a23-57-51-109.deploy.static.akamaitechnologies.com,a184-29-195-109.deploy.static.akamaitechnologies.com,a23-57-147-108.deploy.static.akamaitechnologies.com,a23-203-227-169.deploy.static.akamaitechnologies.com,a23-79-186-155.deploy.static.akamaitechnologies.com,a104-100-74-27.deploy.static.akamaitechnologies.com,a104-102-59-219.deploy.static.akamaitechnologies.com,a118-215-81-213.deploy.static.akamaitechnologies.com,a23-58-162-163.deploy.static.akamaitechnologies.com,a104-82-243-111.deploy.static.akamaitechnologies.com,a23-204-19-93.deploy.static.akamaitechnologies.com,
anydesk.com,server-3-165-82-54.sin2.r.cloudfront.net,server-108-158-61-109.bom78.r.cloudfront.net,server-18-238-192-82.sfo53.r.cloudfront.net,server-13-33-165-49.yto50.r.cloudfront.net,server-18-238-192-90.sfo53.r.cloudfront.net,server-108-158-32-68.syd3.r.cloudfront.net,server-52-85-132-117.iad50.r.cloudfront.net,server-18-239-36-20.ams58.r.cloudfront.net,server-3-171-139-77.jfk52.r.cloudfront.net,server-13-32-121-7.fra60.r.cloudfront.net,server-3-171-139-64.jfk52.r.cloudfront.net,server-13-32-121-101.fra60.r.cloudfront.net,
clever.com,server-13-225-78-31.fra2.r.cloudfront.net,server-3-162-112-99.iad61.r.cloudfront.net,server-108-156-22-56.hel51.r.cloudfront.net,server-18-239-199-73.sfo53.r.cloudfront.net,server-18-239-199-11.sfo53.r.cloudfront.net,server-108-156-22-118.hel51.r.cloudfront.net,server-18-164-124-103.jfk50.r.cloudfront.net,server-18-238-243-56.ams58.r.cloudfront.net,server-18-239-199-80.sfo53.r.cloudfront.net,server-18-67-39-39.yto50.r.cloudfront.net,server-18-164-124-116.jfk50.r.cloudfront.net,,
nationalgeographic.com,server-18-66-57-66.bom78.r.cloudfront.net,server-13-33-252-85.jfk50.r.cloudfront.net,server-13-33-30-125.sin2.r.cloudfront.net,server-3-165-181-11.atl59.r.cloudfront.net,server-13-35-121-76.sfo5.r.cloudfront.net,server-3-164-92-48.yto53.r.cloudfront.net,server-18-66-102-23.fra56.r.cloudfront.net,server-108-158-20-58.syd62.r.cloudfront.net,server-18-66-102-115.fra56.r.cloudfront.net,server-13-33-252-111.jfk50.r.cloudfront.net,server-13-33-252-17.jfk50.r.cloudfront.net,server-18-238-243-27.ams58.r.cloudfront.net,server-13-35-121-113.sfo5.r.cloudfront.net
viber.com,a104-100-52-122.deploy.static.akamaitechnologies.com,a23-204-1-115.deploy.static.akamaitechnologies.com,a104-69-151-173.deploy.static.akamaitechnologies.com,a125-252-217-147.deploy.static.akamaitechnologies.com,a23-207-97-137.deploy.static.akamaitechnologies.com,a23-214-133-188.deploy.static.akamaitechnologies.com,a23-75-121-71.deploy.static.akamaitechnologies.com,,,,,,
pvp.net,ec2-18-207-25-74.compute-1.amazonaws.com,ec2-44-227-233-31.us-west-2.compute.amazonaws.com,ec2-54-201-16-31.us-west-2.compute.amazonaws.com,ec2-54-165-244-207.compute-1.amazonaws.com,ec2-44-216-221-226.compute-1.amazonaws.com,ec2-35-81-246-166.us-west-2.compute.amazonaws.com,ec2-3-65-54-49.eu-central-1.compute.amazonaws.com,,,,,,
zillow.com,server-18-239-83-113.ams58.r.cloudfront.net,server-52-85-49-36.hel50.r.cloudfront.net,server-3-164-68-106.hel51.r.cloudfront.net,server-18-238-192-54.sfo53.r.cloudfront.net,server-18-238-192-37.sfo53.r.cloudfront.net,server-3-167-56-127.iad61.r.cloudfront.net,server-18-245-46-54.fra56.r.cloudfront.net,server-18-245-46-38.fra56.r.cloudfront.net,server-18-238-192-25.sfo53.r.cloudfront.net,server-13-33-165-97.yto50.r.cloudfront.net,server-18-164-96-88.jfk50.r.cloudfront.net,,
mailchi.mp,a23-62-197-166.deploy.static.akamaitechnologies.com,a23-210-96-4.deploy.static.akamaitechnologies.com,a23-201-171-53.deploy.static.akamaitechnologies.com,a23-201-139-56.deploy.static.akamaitechnologies.com,a23-4-43-50.deploy.static.akamaitechnologies.com,a23-43-118-175.deploy.static.akamaitechnologies.com,a23-10-139-56.deploy.static.akamaitechnologies.com,a23-67-143-57.deploy.static.akamaitechnologies.com,a23-197-91-56.deploy.static.akamaitechnologies.com,a23-38-224-164.deploy.static.akamaitechnologies.com,,,
a-mo.net,server-3-168-86-45.sfo5.r.cloudfront.net,server-18-67-17-42.yto50.r.cloudfront.net,server-18-173-132-61.jfk52.r.cloudfront.net,server-3-160-150-102.fra60.r.cloudfront.net,server-18-173-132-119.jfk52.r.cloudfront.net,server-52-85-49-127.hel50.r.cloudfront.net,server-99-84-191-125.iad89.r.cloudfront.net,server-3-168-86-6.sfo5.r.cloudfront.net,server-52-85-49-48.hel50.r.cloudfront.net,server-3-160-150-11.fra60.r.cloudfront.net,server-18-239-50-38.ams58.r.cloudfront.net,,
quickconnect.to,ec2-52-58-162-149.eu-central-1.compute.amazonaws.com,ec2-18-246-194-239.us-west-2.compute.amazonaws.com,ec2-54-71-13-253.us-west-2.compute.amazonaws.com,ec2-54-203-193-217.us-west-2.compute.amazonaws.com,ec2-52-57-148-70.eu-central-1.compute.amazonaws.com,ec2-52-29-71-26.eu-central-1.compute.amazonaws.com,ec2-34-215-21-184.us-west-2.compute.amazonaws.com,,,,,,
tremorhub.com,server-13-33-187-31.fra60.r.cloudfront.net,server-108-156-133-110.sin2.r.cloudfront.net,server-18-172-64-52.bom78.r.cloudfront.net,server-108-139-29-125.jfk50.r.cloudfront.net,server-18-239-199-8.sfo53.r.cloudfront.net,server-108-139-29-67.jfk50.r.cloudfront.net,server-13-33-187-120.fra60.r.cloudfront.net,server-18-239-36-46.ams58.r.cloudfront.net,server-18-67-93-115.syd62.r.cloudfront.net,server-18-245-96-101.yto50.r.cloudfront.net,server-52-85-151-73.iad89.r.cloudfront.net,,
fast.com,a23-50-65-66.deploy.static.akamaitechnologies.com,a104-68-6-240.deploy.static.akamaitechnologies.com,a104-100-52-179.deploy.static.akamaitechnologies.com,a184-25-66-202.deploy.static.akamaitechnologies.com,a23-204-1-172.deploy.static.akamaitechnologies.com,a23-214-133-245.deploy.static.akamaitechnologies.com,a23-51-65-181.deploy.static.akamaitechnologies.com,a23-56-203-34.deploy.static.akamaitechnologies.com,a23-7-38-240.deploy.static.akamaitechnologies.com,a104-69-40-97.deploy.static.akamaitechnologies.com,a104-114-86-3.deploy.static.akamaitechnologies.com,,
google.cn,lga25s79-in-f3.1e100.net,ams15s48-in-f3.1e100.net,lga34s36-in-f3.1e100.net,yx-in-f94.1e100.net,sc-in-f94.1e100.net,prg03s02-in-f99.1e100.net,lga25s78-in-f3.1e100.net,nuq04s42-in-f3.1e100.net,bom07s26-in-f3.1e100.net,syd09s24-in-f3.1e100.net,mia09s17-in-f3.1e100.net,fra24s08-in-f3.1e100.net,nuq04s43-in-f3.1e100.net
chartboost.com,server-3-162-103-127.iad61.r.cloudfront.net,server-18-164-124-101.jfk50.r.cloudfront.net,server-13-33-165-81.yto50.r.cloudfront.net,server-13-35-58-112.fra60.r.cloudfront.net,server-18-239-94-5.ams1.r.cloudfront.net,server-18-164-124-71.jfk50.r.cloudfront.net,server-18-239-199-5.sfo53.r.cloudfront.net,server-3-164-206-64.hel51.r.cloudfront.net,server-3-164-206-80.hel51.r.cloudfront.net,,,,
bugsnag.com,server-108-158-32-7.syd3.r.cloudfront.net,server-108-138-26-11.fra56.r.cloudfront.net,server-18-239-36-96.ams58.r.cloudfront.net,server-18-173-132-113.jfk52.r.cloudfront.net,server-3-165-102-15.sin2.r.cloudfront.net,server-18-239-111-9.bom54.r.cloudfront.net,server-18-173-132-40.jfk52.r.cloudfront.net,server-13-33-165-76.yto50.r.cloudfront.net,server-18-155-202-108.sfo53.r.cloudfront.net,server-18-160-41-51.iad55.r.cloudfront.net,server-18-155-202-52.sfo53.r.cloudfront.net,server-108-138-26-97.fra56.r.cloudfront.net,
supercell.com,server-108-138-106-125.jfk50.r.cloudfront.net,server-108-158-32-66.syd3.r.cloudfront.net,server-18-66-122-32.fra60.r.cloudfront.net,server-18-67-17-81.yto50.r.cloudfront.net,server-18-160-41-47.iad55.r.cloudfront.net,server-18-66-122-41.fra60.r.cloudfront.net,server-18-239-94-62.ams1.r.cloudfront.net,server-108-157-254-27.sin2.r.cloudfront.net,server-108-138-106-103.jfk50.r.cloudfront.net,server-65-8-161-5.sfo53.r.cloudfront.net,server-65-8-161-61.sfo53.r.cloudfront.net,server-18-66-57-72.bom78.r.cloudfront.net,
news.com.au,a23-54-56-122.deploy.static.akamaitechnologies.com,a23-5-103-126.deploy.static.akamaitechnologies.com,a23-56-162-167.deploy.static.akamaitechnologies.com,a23-215-56-141.deploy.static.akamaitechnologies.com,a23-37-16-152.deploy.static.akamaitechnologies.com,a2-19-224-105.deploy.static.akamaitechnologies.com,a104-96-172-109.deploy.static.akamaitechnologies.com,a104-121-228-166.deploy.static.akamaitechnologies.com,a184-30-156-167.deploy.static.akamaitechnologies.com,a23-35-188-152.deploy.static.akamaitechnologies.com,,,
google.pl,sfo03s32-in-f3.1e100.net,nuq04s39-in-f3.1e100.net,sc-in-f94.1e100.net,lga34s39-in-f3.1e100.net,syd09s25-in-f3.1e100.net,ams17s09-in-f3.1e100.net,bom12s18-in-f3.1e100.net,lhr25s25-in-f3.1e100.net,lga34s35-in-f3.1e100.net,yyz10s20-in-f3.1e100.net,yo-in-f94.1e100.net,fra16s49-in-f3.1e100.net,lga25s80-in-f3.1e100.net
onetag-sys.com,ip186.ip-51-222-39.net,ip230.ip-51-222-239.net,ip252.ip-51-89-9.eu,ip98.ip-51-75-86.eu,ip184.ip-51-222-39.net,ip76.ip-51-79-152.net,ip187.ip-51-222-39.net,ip253.ip-51-89-9.eu,ip9.ip-51-79-154.net,,,,
recaptcha.net,lga34s31-in-f3.1e100.net,ord37s33-in-f3.1e100.net,ym-in-f94.1e100.net,lhr48s30-in-f3.1e100.net,fra16s52-in-f3.1e100.net,pnbomb-ab-in-f3.1e100.net,sfo03s25-in-f3.1e100.net,sh-in-f94.1e100.net,sfo03s27-in-f3.1e100.net,ams15s42-in-f3.1e100.net,syd15s16-in-f3.1e100.net,lga25s80-in-f3.1e100.net,lga34s32-in-f3.1e100.net
ebay.co.uk,a23-215-7-31.deploy.static.akamaitechnologies.com,a2-19-248-89.deploy.static.akamaitechnologies.com,a23-33-42-144.deploy.static.akamaitechnologies.com,a23-206-243-9.deploy.static.akamaitechnologies.com,a2-16-6-34.deploy.static.akamaitechnologies.com,a23-33-42-135.deploy.static.akamaitechnologies.com,a104-93-21-145.deploy.static.akamaitechnologies.com,a23-67-33-31.deploy.static.akamaitechnologies.com,a23-216-149-153.deploy.static.akamaitechnologies.com,a23-202-229-139.deploy.static.akamaitechnologies.com,a23-48-224-70.deploy.static.akamaitechnologies.com,a184-86-103-213.deploy.static.akamaitechnologies.com,
unrulymedia.com,server-3-167-37-121.iad61.r.cloudfront.net,server-18-173-121-20.sfo53.r.cloudfront.net,server-13-35-147-96.syd1.r.cloudfront.net,server-13-35-238-27.sin2.r.cloudfront.net,server-13-226-94-4.jfk52.r.cloudfront.net,server-13-226-94-21.jfk52.r.cloudfront.net,server-108-138-26-96.fra56.r.cloudfront.net,server-18-245-96-54.yto50.r.cloudfront.net,server-18-173-121-76.sfo53.r.cloudfront.net,server-18-172-78-59.bom78.r.cloudfront.net,server-18-239-18-84.ams58.r.cloudfront.net,server-108-138-26-26.fra56.r.cloudfront.net,
lefigaro.fr,a184-26-162-159.deploy.static.akamaitechnologies.com,a23-1-33-10.deploy.static.akamaitechnologies.com,a23-34-59-22.deploy.static.akamaitechnologies.com,a23-216-149-143.deploy.static.akamaitechnologies.com,a23-205-255-231.deploy.static.akamaitechnologies.com,a2-18-66-67.deploy.static.akamaitechnologies.com,a23-216-149-149.deploy.static.akamaitechnologies.com,a23-50-131-141.deploy.static.akamaitechnologies.com,a23-40-52-32.deploy.static.akamaitechnologies.com,a23-209-46-157.deploy.static.akamaitechnologies.com,a23-34-59-19.deploy.static.akamaitechnologies.com,a104-110-191-15.deploy.static.akamaitechnologies.com,
fbsbx.com,edge-star-mini-shv-01-atl3.facebook.com,edge-star-mini-shv-02-lhr8.facebook.com,edge-star-mini-shv-01-ams2.facebook.com,edge-star-mini-shv-04-sin6.facebook.com,edge-star-mini-shv-01-syd2.facebook.com,edge-star-mini-shv-01-yyz1.facebook.com,edge-star-mini-shv-02-lga3.facebook.com,edge-star-mini-shv-02-fra3.facebook.com,edge-star-mini-shv-02-pnq1.facebook.com,edge-star-mini-shv-01-sjc3.facebook.com,,,
lenovo.com,a23-212-202-174.deploy.static.akamaitechnologies.com,a23-203-212-106.deploy.static.akamaitechnologies.com,a23-202-128-95.deploy.static.akamaitechnologies.com,a23-53-131-247.deploy.static.akamaitechnologies.com,a23-201-7-19.deploy.static.akamaitechnologies.com,a184-26-195-61.deploy.static.akamaitechnologies.com,a23-210-167-249.deploy.static.akamaitechnologies.com,a23-218-49-159.deploy.static.akamaitechnologies.com,a23-208-241-102.deploy.static.akamaitechnologies.com,a23-54-211-121.deploy.static.akamaitechnologies.com,,,
google.com.mx,lga34s40-in-f3.1e100.net,nuq04s39-in-f3.1e100.net,fra24s11-in-f3.1e100.net,lga34s37-in-f3.1e100.net,ams16s22-in-f3.1e100.net,syd09s25-in-f3.1e100.net,bom12s18-in-f3.1e100.net,sl-in-f94.1e100.net,ams15s42-in-f3.1e100.net,yyz12s07-in-f3.1e100.net,ys-in-f94.1e100.net,lga25s80-in-f3.1e100.net,
arcgis.com,ec2-18-234-22-26.compute-1.amazonaws.com,ec2-34-233-149-104.compute-1.amazonaws.com,ec2-107-23-158-123.compute-1.amazonaws.com,ec2-18-234-22-254.compute-1.amazonaws.com,ec2-54-85-173-122.compute-1.amazonaws.com,ec2-18-234-22-249.compute-1.amazonaws.com,ec2-18-234-22-253.compute-1.amazonaws.com,,,,,,
rapid7.com,server-108-159-61-98.bom78.r.cloudfront.net,server-18-173-219-96.jfk52.r.cloudfront.net,server-3-164-92-107.yto53.r.cloudfront.net,server-13-35-210-110.sin2.r.cloudfront.net,server-18-173-219-36.jfk52.r.cloudfront.net,server-13-227-74-43.sfo20.r.cloudfront.net,server-3-167-69-116.iad61.r.cloudfront.net,server-18-66-112-21.fra56.r.cloudfront.net,server-18-239-69-20.ams58.r.cloudfront.net,server-18-67-110-56.syd62.r.cloudfront.net,server-13-227-74-69.sfo20.r.cloudfront.net,,
academia.edu,server-13-32-27-63.fra56.r.cloudfront.net,server-18-239-69-98.ams58.r.cloudfront.net,server-108-157-254-61.sin2.r.cloudfront.net,server-13-32-27-104.fra56.r.cloudfront.net,server-3-162-103-129.iad61.r.cloudfront.net,server-18-164-116-91.jfk50.r.cloudfront.net,server-108-138-246-23.sfo5.r.cloudfront.net,server-18-67-93-56.syd62.r.cloudfront.net,server-3-164-92-5.yto53.r.cloudfront.net,server-18-164-116-78.jfk50.r.cloudfront.net,server-108-158-46-77.bom78.r.cloudfront.net,,
google.com.tr,fra24s06-in-f3.1e100.net,bom07s45-in-f3.1e100.net,lhr48s48-in-f3.1e100.net,yr-in-f94.1e100.net,ams15s44-in-f3.1e100.net,lga34s38-in-f3.1e100.net,lga25s77-in-f3.1e100.net,nuq04s44-in-f3.1e100.net,sfo03s27-in-f3.1e100.net,lga34s35-in-f3.1e100.net,sf-in-f94.1e100.net,yyz12s08-in-f3.1e100.net,syd09s24-in-f3.1e100.net
kohls.com,a23-43-85-7.deploy.static.akamaitechnologies.com,a23-32-29-97.deploy.static.akamaitechnologies.com,a23-32-5-174.deploy.static.akamaitechnologies.com,a23-43-85-25.deploy.static.akamaitechnologies.com,a23-62-46-143.deploy.static.akamaitechnologies.com,a23-222-17-230.deploy.static.akamaitechnologies.com,a2-16-27-212.deploy.static.akamaitechnologies.com,a23-43-85-17.deploy.static.akamaitechnologies.com,a23-3-70-74.deploy.static.akamaitechnologies.com,a69-192-139-79.deploy.static.akamaitechnologies.com,a23-1-33-219.deploy.static.akamaitechnologies.com,a92-123-104-5.deploy.static.akamaitechnologies.com,a2-18-27-84.deploy.static.akamaitechnologies.com
primevideo.com,server-18-155-202-42.sfo53.r.cloudfront.net,server-108-138-106-32.jfk50.r.cloudfront.net,server-18-160-46-100.iad55.r.cloudfront.net,server-18-66-102-60.fra56.r.cloudfront.net,server-18-66-102-31.fra56.r.cloudfront.net,server-13-35-238-112.sin2.r.cloudfront.net,server-18-239-83-121.ams58.r.cloudfront.net,server-18-67-110-12.syd62.r.cloudfront.net,server-108-138-106-42.jfk50.r.cloudfront.net,server-3-164-92-2.yto53.r.cloudfront.net,server-18-239-142-129.bom54.r.cloudfront.net,,
spot.im,server-18-173-132-8.jfk52.r.cloudfront.net,server-18-173-132-28.jfk52.r.cloudfront.net,server-13-35-121-114.sfo5.r.cloudfront.net,server-108-158-20-70.syd62.r.cloudfront.net,server-65-9-66-110.fra56.r.cloudfront.net,server-13-33-30-67.sin2.r.cloudfront.net,server-18-173-132-21.jfk52.r.cloudfront.net,server-108-159-61-75.bom78.r.cloudfront.net,server-18-154-227-105.iad55.r.cloudfront.net,server-13-33-165-50.yto50.r.cloudfront.net,server-65-9-66-58.fra56.r.cloudfront.net,server-18-239-50-38.ams58.r.cloudfront.net,
hindustantimes.com,a23-215-56-224.deploy.static.akamaitechnologies.com,a23-34-210-144.deploy.static.akamaitechnologies.com,a23-61-113-2.deploy.static.akamaitechnologies.com,a104-96-173-128.deploy.static.akamaitechnologies.com,a23-54-58-39.deploy.static.akamaitechnologies.com,a23-35-188-253.deploy.static.akamaitechnologies.com,a23-56-163-25.deploy.static.akamaitechnologies.com,a2-19-226-49.deploy.static.akamaitechnologies.com,a184-30-157-13.deploy.static.akamaitechnologies.com,a23-37-16-252.deploy.static.akamaitechnologies.com,,,
biblegateway.com,server-13-35-147-97.syd1.r.cloudfront.net,server-108-158-61-106.bom78.r.cloudfront.net,server-108-156-133-97.sin2.r.cloudfront.net,server-18-173-132-28.jfk52.r.cloudfront.net,server-65-8-161-19.sfo53.r.cloudfront.net,server-108-138-26-2.fra56.r.cloudfront.net,server-108-138-26-46.fra56.r.cloudfront.net,server-3-162-125-15.iad61.r.cloudfront.net,server-3-164-92-90.yto53.r.cloudfront.net,server-13-227-219-31.ams54.r.cloudfront.net,server-18-173-132-99.jfk52.r.cloudfront.net,,
smartthings.com,server-108-139-29-36.jfk50.r.cloudfront.net,server-18-239-111-49.bom54.r.cloudfront.net,server-13-227-219-85.ams54.r.cloudfront.net,server-18-155-202-71.sfo53.r.cloudfront.net,server-3-160-150-101.fra60.r.cloudfront.net,server-18-67-17-76.yto50.r.cloudfront.net,server-18-65-244-68.syd3.r.cloudfront.net,server-3-160-150-85.fra60.r.cloudfront.net,server-108-139-29-104.jfk50.r.cloudfront.net,server-18-67-76-6.iad89.r.cloudfront.net,server-13-35-210-34.sin2.r.cloudfront.net,server-18-155-202-31.sfo53.r.cloudfront.net,server-108-139-29-45.jfk50.r.cloudfront.net
typeform.com,server-18-67-17-88.yto50.r.cloudfront.net,server-18-238-243-93.ams58.r.cloudfront.net,server-18-239-142-5.bom54.r.cloudfront.net,server-18-238-55-72.jfk52.r.cloudfront.net,server-99-86-4-125.fra6.r.cloudfront.net,server-13-35-210-54.sin2.r.cloudfront.net,server-99-86-4-88.fra6.r.cloudfront.net,server-18-160-10-54.iad12.r.cloudfront.net,server-18-238-55-118.jfk52.r.cloudfront.net,server-18-238-55-30.jfk52.r.cloudfront.net,server-18-65-244-109.syd3.r.cloudfront.net,server-3-168-86-98.sfo5.r.cloudfront.net,
apple.news,a104-114-100-38.deploy.static.akamaitechnologies.com,a104-103-251-43.deploy.static.akamaitechnologies.com,a104-100-68-214.deploy.static.akamaitechnologies.com,a23-2-23-202.deploy.static.akamaitechnologies.com,a23-51-78-23.deploy.static.akamaitechnologies.com,a23-204-14-5.deploy.static.akamaitechnologies.com,a23-205-21-19.deploy.static.akamaitechnologies.com,a23-77-9-102.deploy.static.akamaitechnologies.com,a104-74-46-19.deploy.static.akamaitechnologies.com,a104-102-53-138.deploy.static.akamaitechnologies.com,a23-204-46-21.deploy.static.akamaitechnologies.com,,
deloitte.com,taxtechnologyarchitect.co.uk,www.iasplus.net,iasplus.de,iasplus.net,globaltaxreset.com,deloitte.com.my,www.iasplus.de,,,,,,
repubblica.it,server-18-245-96-91.yto50.r.cloudfront.net,server-18-239-36-54.ams58.r.cloudfront.net,server-18-173-219-31.jfk52.r.cloudfront.net,server-18-173-219-86.jfk52.r.cloudfront.net,server-18-238-192-20.sfo53.r.cloudfront.net,server-3-164-68-87.hel51.r.cloudfront.net,server-13-224-189-28.fra2.r.cloudfront.net,server-3-164-68-19.hel51.r.cloudfront.net,server-18-238-192-33.sfo53.r.cloudfront.net,server-13-224-189-25.fra2.r.cloudfront.net,server-18-173-219-73.jfk52.r.cloudfront.net,server-3-162-112-78.iad61.r.cloudfront.net,
lowes.com,a2-21-67-9.deploy.static.akamaitechnologies.com,a23-11-215-145.deploy.static.akamaitechnologies.com,a23-49-248-42.deploy.static.akamaitechnologies.com,a2-21-20-12.deploy.static.akamaitechnologies.com,a23-49-248-11.deploy.static.akamaitechnologies.com,a23-216-149-141.deploy.static.akamaitechnologies.com,a23-206-243-42.deploy.static.akamaitechnologies.com,a23-205-255-231.deploy.static.akamaitechnologies.com,a23-49-248-31.deploy.static.akamaitechnologies.com,a23-48-105-12.deploy.static.akamaitechnologies.com,a95-101-74-117.deploy.static.akamaitechnologies.com,a23-32-29-17.deploy.static.akamaitechnologies.com,a23-67-33-42.deploy.static.akamaitechnologies.com
hm.com,a23-47-11-150.deploy.static.akamaitechnologies.com,a104-75-89-87.deploy.static.akamaitechnologies.com,a23-215-56-54.deploy.static.akamaitechnologies.com,a184-30-156-67.deploy.static.akamaitechnologies.com,a23-37-16-60.deploy.static.akamaitechnologies.com,a104-96-173-77.deploy.static.akamaitechnologies.com,a23-54-57-34.deploy.static.akamaitechnologies.com,a23-56-162-68.deploy.static.akamaitechnologies.com,a23-35-188-61.deploy.static.akamaitechnologies.com,a104-121-228-65.deploy.static.akamaitechnologies.com,,,
dreamhost.com,server-18-160-46-94.iad55.r.cloudfront.net,server-18-160-46-55.iad55.r.cloudfront.net,server-18-160-46-34.iad55.r.cloudfront.net,server-3-163-24-88.hio52.r.cloudfront.net,server-18-160-46-14.iad55.r.cloudfront.net,server-3-163-24-79.hio52.r.cloudfront.net,server-3-163-24-24.hio52.r.cloudfront.net,server-3-163-24-68.hio52.r.cloudfront.net,,,,,
usnews.com,a23-1-30-162.deploy.static.akamaitechnologies.com,a23-210-106-103.deploy.static.akamaitechnologies.com,a23-34-218-53.deploy.static.akamaitechnologies.com,a23-55-6-147.deploy.static.akamaitechnologies.com,a23-2-217-69.deploy.static.akamaitechnologies.com,a23-38-236-76.deploy.static.akamaitechnologies.com,a23-211-99-69.deploy.static.akamaitechnologies.com,a23-223-9-90.deploy.static.akamaitechnologies.com,a23-201-182-141.deploy.static.akamaitechnologies.com,a23-45-103-15.deploy.static.akamaitechnologies.com,,,
olympics.com,a23-49-248-25.deploy.static.akamaitechnologies.com,a23-67-33-30.deploy.static.akamaitechnologies.com,a23-49-248-26.deploy.static.akamaitechnologies.com,a23-206-243-32.deploy.static.akamaitechnologies.com,a23-73-207-132.deploy.static.akamaitechnologies.com,a23-32-29-9.deploy.static.akamaitechnologies.com,a23-11-215-155.deploy.static.akamaitechnologies.com,a23-205-255-237.deploy.static.akamaitechnologies.com,a95-101-74-97.deploy.static.akamaitechnologies.com,a2-21-67-50.deploy.static.akamaitechnologies.com,a23-216-149-152.deploy.static.akamaitechnologies.com,a2-21-20-13.deploy.static.akamaitechnologies.com,
eeroup.com,server-108-156-60-32.ams1.r.cloudfront.net,server-108-156-133-89.sin2.r.cloudfront.net,server-3-164-92-78.yto53.r.cloudfront.net,server-18-164-96-106.jfk50.r.cloudfront.net,server-18-66-147-58.fra60.r.cloudfront.net,server-18-164-96-33.jfk50.r.cloudfront.net,server-108-156-133-40.sin2.r.cloudfront.net,server-3-162-103-96.iad61.r.cloudfront.net,server-18-66-41-32.bom78.r.cloudfront.net,server-3-168-86-63.sfo5.r.cloudfront.net,server-3-168-86-123.sfo5.r.cloudfront.net,server-18-164-96-86.jfk50.r.cloudfront.net,server-18-66-147-121.fra60.r.cloudfront.net
