Website,IP Address,CDN Server
yandex.com,77.88.55.88,yandex.ru
britannica.com,44.216.139.11,ec2-44-216-139-11.compute-1.amazonaws.com
newsweek.com,76.223.48.94,a2731e6b16defe68d.awsglobalaccelerator.com
qualtrics.com,50.17.152.14,ec2-50-17-152-14.compute-1.amazonaws.com
amplitude.com,76.223.69.48,ae5a29028948075da.awsglobalaccelerator.com
latimes.com,13.248.222.133,a27720bc1a42732f2.awsglobalaccelerator.com
ezvizlife.com,35.169.30.251,ec2-35-169-30-251.compute-1.amazonaws.com
worldnic.com,205.178.187.13,www.networksolutions.com
marriott.com,96.17.64.102,a96-17-64-102.deploy.static.akamaitechnologies.com
shutterstock.com,75.2.58.105,a0b8838bbcb103e9f.awsglobalaccelerator.com
techcrunch.com,67.195.202.10,media-router-aol71.canaryp.media.vip.bf1.yahoo.com
atlassian.com,18.238.49.31,server-18-238-49-31.jfk52.r.cloudfront.net
nike.com,18.164.116.58,server-18-164-116-58.jfk50.r.cloudfront.net
studocu.com,13.56.26.196,ec2-13-56-26-196.us-west-1.compute.amazonaws.com
ikea.com,23.204.11.33,a23-204-11-33.deploy.static.akamaitechnologies.com
stackadapt.com,34.204.55.14,ec2-34-204-55-14.compute-1.amazonaws.com
myspace.com,34.111.176.156,156.176.111.34.bc.googleusercontent.com
fb.com,157.240.241.35,edge-star-mini-shv-02-lga3.facebook.com
tapad.com,34.96.66.233,233.66.96.34.bc.googleusercontent.com
google.es,142.250.80.35,lga34s34-in-f3.1e100.net
google.co.in,142.251.40.163,lga25s81-in-f3.1e100.net
free.fr,212.27.48.10,www.free.fr
wattpad.com,13.226.94.100,server-13-226-94-100.jfk52.r.cloudfront.net
typekit.net,216.146.46.10,redirector1.dynect.net
google.it,142.251.41.3,lga34s40-in-f3.1e100.net
beeline.ru,217.118.87.98,provod.beeline.ru
okta.com,44.210.31.21,ec2-44-210-31-21.compute-1.amazonaws.com
gcdn.co,92.223.97.97,eu.a.gcdn.co
life360.com,18.235.163.222,ec2-18-235-163-222.compute-1.amazonaws.com
teads.tv,52.215.225.161,ec2-52-215-225-161.eu-west-1.compute.amazonaws.com
herokuapp.com,52.1.127.37,ec2-52-1-127-37.compute-1.amazonaws.com
w3schools.com,13.248.240.135,ab2c03c0cf361bdb8.awsglobalaccelerator.com
elpais.com,23.223.209.78,a23-223-209-78.deploy.static.akamaitechnologies.com
rackspace.com,52.1.14.221,ec2-52-1-14-221.compute-1.amazonaws.com
datadoghq.com,18.164.124.60,server-18-164-124-60.jfk50.r.cloudfront.net
withgoogle.com,142.250.65.206,lga25s72-in-f14.1e100.net
nbcnews.com,34.206.62.195,ec2-34-206-62-195.compute-1.amazonaws.com
mlb.com,34.102.163.158,158.163.102.34.bc.googleusercontent.com
hbr.org,18.238.55.117,server-18-238-55-117.jfk52.r.cloudfront.net
intercom.io,3.171.139.6,server-3-171-139-6.jfk52.r.cloudfront.net
pandora.com,199.116.164.229,www-dc6.gslb.pandora.com
fedex.com,170.170.195.98,www-atl-vip2.dmz.fedex.com
warnerbros.com,35.83.14.48,ec2-35-83-14-48.us-west-2.compute.amazonaws.com
gumgum.com,13.225.63.30,server-13-225-63-30.ewr53.r.cloudfront.net
erome.com,167.114.64.58,ns5002062.ip-167-114-64.net
coinmarketcap.com,52.85.61.100,server-52-85-61-100.ewr53.r.cloudfront.net
airbnb.com,54.243.237.216,ec2-54-243-237-216.compute-1.amazonaws.com
klaviyo.com,18.164.116.20,server-18-164-116-20.jfk50.r.cloudfront.net
spaceweb.pro,77.222.41.152,mx1.spaceweb.ru
networkadvertising.org,18.164.124.14,server-18-164-124-14.jfk50.r.cloudfront.net
fda.gov,23.204.12.22,a23-204-12-22.deploy.static.akamaitechnologies.com
browser-intake-datadoghq.com,3.233.158.25,ec2-3-233-158-25.compute-1.amazonaws.com
appspot.com,142.251.40.142,lga25s80-in-f14.1e100.net
bestbuy.com,96.17.64.207,a96-17-64-207.deploy.static.akamaitechnologies.com
brave.com,52.85.61.9,server-52-85-61-9.ewr53.r.cloudfront.net
shein.com,52.39.90.56,ec2-52-39-90-56.us-west-2.compute.amazonaws.com
healthline.com,13.225.63.45,server-13-225-63-45.ewr53.r.cloudfront.net
zemanta.com,23.204.19.93,a23-204-19-93.deploy.static.akamaitechnologies.com
service-now.com,148.139.192.125,vip-148-139-192-125.cust.service-now.com
moatads.com,52.23.179.69,ec2-52-23-179-69.compute-1.amazonaws.com
avito.ru,176.114.122.24,mx-se.avito.ru
washington.edu,128.208.60.208,www11.s.uw.edu
anydesk.com,3.171.139.64,server-3-171-139-64.jfk52.r.cloudfront.net
clever.com,18.164.124.116,server-18-164-124-116.jfk50.r.cloudfront.net
nationalgeographic.com,13.33.252.85,server-13-33-252-85.jfk50.r.cloudfront.net
homedepot.com,35.201.95.83,83.95.201.35.bc.googleusercontent.com
mixpanel.com,34.117.152.135,135.152.117.34.bc.googleusercontent.com
addthis.com,23.38.84.123,a23-38-84-123.deploy.static.akamaitechnologies.com
viber.com,23.204.1.115,a23-204-1-115.deploy.static.akamaitechnologies.com
pvp.net,18.207.25.74,ec2-18-207-25-74.compute-1.amazonaws.com
nikkei.com,35.71.146.174,a1ce1c9fb780c0fe3.awsglobalaccelerator.com
zillow.com,18.164.96.88,server-18-164-96-88.jfk50.r.cloudfront.net
mailchi.mp,23.201.171.53,a23-201-171-53.deploy.static.akamaitechnologies.com
a-mo.net,18.173.132.119,server-18-173-132-119.jfk52.r.cloudfront.net
omni.ru,Error,Error
pendo.io,34.54.74.243,243.74.54.34.bc.googleusercontent.com
sitescout.com,208.113.159.153,apache2-sith.iad1-shared-e1-27.dreamhost.com
quickconnect.to,34.215.21.184,ec2-34-215-21-184.us-west-2.compute.amazonaws.com
tremorhub.com,108.139.29.67,server-108-139-29-67.jfk50.r.cloudfront.net
fast.com,23.204.1.172,a23-204-1-172.deploy.static.akamaitechnologies.com
google.cn,142.251.40.99,lga25s79-in-f3.1e100.net
chartboost.com,18.164.124.71,server-18-164-124-71.jfk50.r.cloudfront.net
bugsnag.com,18.173.132.113,server-18-173-132-113.jfk52.r.cloudfront.net
supercell.com,108.138.106.125,server-108-138-106-125.jfk50.r.cloudfront.net
cloudns.net,88.99.219.140,web1cluster.cloudns.net
protek.ru,194.146.119.199,www.protek.ru
news.com.au,23.56.162.167,a23-56-162-167.deploy.static.akamaitechnologies.com
stickyadstv.com,51.255.169.33,33.ip-51-255-169.eu
wal-mart.com,161.170.244.20,www.walmart.com
canonical.com,185.125.190.20,website-content-cache-1.ps5.canonical.com
google.pl,142.250.80.67,lga34s35-in-f3.1e100.net
netgear.com,13.248.140.194,af1daf5df2fdad3a0.awsglobalaccelerator.com
epa.gov,134.67.21.34,pubweb.epa.gov
redhat.com,34.235.198.240,ec2-34-235-198-240.compute-1.amazonaws.com
comcast.com,96.99.227.0,dns-upper-redirect.xfinity.com
onetag-sys.com,51.222.39.184,ip184.ip-51-222-39.net
pbs.org,54.225.198.196,ec2-54-225-198-196.compute-1.amazonaws.com
recaptcha.net,142.251.40.131,lga25s80-in-f3.1e100.net
ebay.co.uk,23.33.42.135,a23-33-42-135.deploy.static.akamaitechnologies.com
iso.org,138.81.131.132,www.iso.org
unrulymedia.com,13.226.94.4,server-13-226-94-4.jfk52.r.cloudfront.net
worldbank.org,52.223.24.49,a000b310d37acdcb9.awsglobalaccelerator.com
lefigaro.fr,23.34.59.22,a23-34-59-22.deploy.static.akamaitechnologies.com
maricopa.gov,50.63.161.93,93.161.63.50.host.secureserver.net
spamhaus.org,3.126.246.180,ec2-3-126-246-180.eu-central-1.compute.amazonaws.com
fbsbx.com,157.240.241.35,edge-star-mini-shv-02-lga3.facebook.com
lenovo.com,23.54.211.121,a23-54-211-121.deploy.static.akamaitechnologies.com
google.com.mx,142.251.40.131,lga25s80-in-f3.1e100.net
arcgis.com,54.85.173.122,ec2-54-85-173-122.compute-1.amazonaws.com
rapid7.com,18.173.219.36,server-18-173-219-36.jfk52.r.cloudfront.net
academia.edu,18.164.116.91,server-18-164-116-91.jfk50.r.cloudfront.net
ad.gt,54.201.69.43,ec2-54-201-69-43.us-west-2.compute.amazonaws.com
intentiq.com,5.154.240.65,s-web09-us.upress.io
otto.de,35.156.110.57,ec2-35-156-110-57.eu-central-1.compute.amazonaws.com
aniview.com,99.84.191.9,server-99-84-191-9.iad89.r.cloudfront.net
google.com.tr,142.251.32.99,lga25s77-in-f3.1e100.net
kohls.com,23.43.85.17,a23-43-85-17.deploy.static.akamaitechnologies.com
primevideo.com,108.138.106.42,server-108-138-106-42.jfk50.r.cloudfront.net
disneyplus.com,34.110.155.89,89.155.110.34.bc.googleusercontent.com
spot.im,18.173.132.21,server-18-173-132-21.jfk52.r.cloudfront.net
pornhub.com,66.254.114.41,reflectededge.reflected.net
hindustantimes.com,23.56.163.25,a23-56-163-25.deploy.static.akamaitechnologies.com
rspamd.com,135.181.136.158,mail.rspamd.net
state.gov,34.233.146.45,ec2-34-233-146-45.compute-1.amazonaws.com
nest.com,35.241.20.76,76.20.241.35.bc.googleusercontent.com
sonobi.com,192.124.249.80,cloudproxy10080.sucuri.net
yimg.com,13.248.158.7,a7de0457831fd11f7.awsglobalaccelerator.com
classlink.com,75.2.70.75,aacb0a264e514dd48.awsglobalaccelerator.com
oraclecloud.com,138.1.33.162,ocomtld-prod.appoci.oracle.com
wp.pl,212.77.98.9,www.wp.pl
me.com,Error,Error
chartbeat.net,52.216.38.109,s3-website-us-east-1.amazonaws.com
biblegateway.com,18.173.132.28,server-18-173-132-28.jfk52.r.cloudfront.net
firefox.com,35.190.14.201,201.14.190.35.bc.googleusercontent.com
smartthings.com,108.139.29.104,server-108-139-29-104.jfk50.r.cloudfront.net
typeform.com,18.238.55.72,server-18-238-55-72.jfk52.r.cloudfront.net
apple.news,23.204.14.5,a23-204-14-5.deploy.static.akamaitechnologies.com
discogs.com,44.230.122.214,ec2-44-230-122-214.us-west-2.compute.amazonaws.com
realtor.com,34.223.209.189,ec2-34-223-209-189.us-west-2.compute.amazonaws.com
synology.com,203.74.127.95,203-74-127-95.hinet-ip.hinet.net
segment.io,52.42.72.226,ec2-52-42-72-226.us-west-2.compute.amazonaws.com
attn.tv,16.182.68.69,s3-website-us-east-1.amazonaws.com
xfinity.com,96.99.240.130,xfinity-redirect-anycast.slb.comcast.com
deloitte.com,170.194.156.208,www.iasplus.de
repubblica.it,18.173.219.73,server-18-173-219-73.jfk52.r.cloudfront.net
lowes.com,23.49.248.31,a23-49-248-31.deploy.static.akamaitechnologies.com
hm.com,23.56.162.68,a23-56-162-68.deploy.static.akamaitechnologies.com
utorrent.com,98.143.146.7,98.143.146.7.static.quadranet.com
seznam.cz,77.75.77.222,www.seznam.cz
dreamhost.com,18.160.46.94,server-18-160-46-94.iad55.r.cloudfront.net
usnews.com,23.201.182.141,a23-201-182-141.deploy.static.akamaitechnologies.com
exelator.com,34.229.3.43,ec2-34-229-3-43.compute-1.amazonaws.com
abovedomains.com,103.224.212.254,lb-212-254.above.com
postrelease.com,52.36.224.135,ec2-52-36-224-135.us-west-2.compute.amazonaws.com
innovid.com,141.192.213.11,141192213011.edelkey.net
pccc.com,69.171.29.32,cpanel3.pccc.com
ubnt.com,54.244.21.209,ec2-54-244-21-209.us-west-2.compute.amazonaws.com
instabug.com,75.2.70.75,aacb0a264e514dd48.awsglobalaccelerator.com
pikabu.ru,185.178.210.201,ddos-guard.net
hilton.com,167.187.200.23,ftcbco.hilton.com
olympics.com,23.49.248.26,a23-49-248-26.deploy.static.akamaitechnologies.com
weforum.org,34.241.31.232,ec2-34-241-31-232.eu-west-1.compute.amazonaws.com
churnzero.net,44.217.50.186,ec2-44-217-50-186.compute-1.amazonaws.com
eeroup.com,18.164.96.106,server-18-164-96-106.jfk50.r.cloudfront.net
fb.me,157.240.241.35,edge-star-mini-shv-02-lga3.facebook.com
mobile.de,18.164.124.34,server-18-164-124-34.jfk50.r.cloudfront.net
richaudience.com,62.36.229.31,62.36.229.31.static.abi.uni2.es
onet.pl,18.238.80.82,server-18-238-80-82.jfk52.r.cloudfront.net
pusher.com,44.210.78.58,ec2-44-210-78-58.compute-1.amazonaws.com
corriere.it,185.53.36.36,cache.corriere.it
business.site,216.239.32.29,any-in-201d.1e100.net
vmware.com,208.91.0.132,as-40816.engx.vmware.com
redfin.com,3.168.122.44,server-3-168-122-44.jfk52.r.cloudfront.net
elmundo.es,34.90.247.117,117.247.90.34.bc.googleusercontent.com
chess.com,Error,Error
binance.com,52.192.252.242,ec2-52-192-252-242.ap-northeast-1.compute.amazonaws.com
sharethis.com,18.238.80.12,server-18-238-80-12.jfk52.r.cloudfront.net
