website,cdn_first,min,max,mean,median_first,cdn_min_median,median_min_median,diff,CDNChoiceGood
kakuyomu.jp,13.35.210.124,0.86,1.95,0.9931,0.8725,13.35.210.124,0.8725,0.0,True
klaviyo.com,3.165.102.110,0.792,1.35,0.8817999999999999,0.8185,3.165.102.110,0.8185,0.0,True
kohls.com,23.32.29.90,0.468,1.3,0.5753,0.498,23.32.29.90,0.498,0.0,True
kompas.com,13.35.238.128,0.871,1.85,1.0015000000000005,0.9085,13.35.238.128,0.9085,0.0,True
leboncoin.fr,3.165.82.84,0.873,1.49,0.9703,0.9005000000000001,3.165.82.85,0.864,0.03650000000000009,False
lefigaro.fr,23.59.168.138,0.46,0.5,0.4793,0.4805,23.59.168.138,0.4805,0.0,True
lego.com,96.17.96.16,0.865,1.55,0.9803,0.92,96.17.96.16,0.92,0.0,True
lenovo.com,23.202.128.95,0.838,1.14,0.9000999999999999,0.8755,23.202.128.95,0.869,0.00649999999999995,True
lijit.com,52.222.144.55,137.0,138.0,137.1,137.0,52.222.144.55,137.0,0.0,True
linode.com,96.17.180.49,0.479,1.33,0.6055,0.519,96.17.180.49,0.519,0.0,True
livehindustan.com,96.17.180.43,0.471,1.32,0.5857,0.4995,96.17.180.43,0.4995,0.0,True
lowes.com,96.17.180.32,0.499,2.07,0.7527,0.5305,23.32.29.17,0.5055000000000001,0.02499999999999991,False
lxtgame.com,13.35.210.44,0.883,1.81,1.0206,0.935,13.35.210.44,0.884,0.051000000000000045,True
m.me,157.240.15.1,0.687,1.84,0.8853000000000002,0.785,157.240.235.15,0.6194999999999999,0.1655000000000001,False
macys.com,23.54.56.193,0.857,3.8,1.7936,1.28,23.54.56.193,1.28,0.0,True
magazineluiza.com.br,13.33.28.48,0.824,1.65,0.9386,0.8645,13.33.30.121,0.844,0.020500000000000074,False
mailchi.mp,23.210.96.4,0.843,1.52,0.9429,0.8714999999999999,23.210.96.4,0.8434999999999999,0.028000000000000025,True
mailchimp.com,23.203.72.86,0.813,0.879,0.8388,0.84,23.203.72.86,0.84,0.0,True
mamastar.jp,3.165.102.91,0.832,2.06,0.9984,0.858,3.165.102.91,0.858,0.0,True
manoramaonline.com,23.54.56.229,0.988,1.74,1.0878,1.01,23.54.56.229,1.01,0.0,True
marketwatch.com,3.165.82.61,0.843,1.57,0.9629,0.902,3.165.82.61,0.902,0.0,True
marktplaats.nl,3.164.206.84,198.0,198.0,198.0,198.0,18.245.60.75,158.0,40.0,False
marriott.com,23.207.180.82,0.504,1.03,0.5785,0.53,23.207.180.82,0.53,0.0,True
medallia.com,13.225.4.104,1.44,2.67,1.609,1.48,13.225.4.33,1.465,0.014999999999999902,False
medicalnewstoday.com,18.165.140.69,180.0,181.0,180.3,180.0,143.204.98.99,163.0,17.0,False
meraki.com,108.156.133.68,0.862,1.39,0.9653,0.9035,108.156.133.68,0.868,0.035499999999999976,True
mercadolibre.com.mx,13.33.28.85,0.857,2.13,1.0169,0.887,13.33.28.85,0.887,0.0,True
merriam-webster.com,18.155.68.71,1.41,1.98,1.551,1.46,18.155.68.71,1.44,0.020000000000000018,True
miro.com,3.165.102.115,0.874,1.88,1.0086,0.9025,3.165.102.115,0.9025,0.0,True
mit.edu,104.69.152.71,0.941,1.63,1.1052999999999995,1.001,104.69.152.71,1.001,0.0,True
mobile.de,13.33.88.65,0.862,1.56,0.9748,0.917,13.33.88.98,0.883,0.03400000000000003,False
moneycontrol.com,72.247.127.250,0.494,1.25,0.5919,0.5205,72.247.127.250,0.5205,0.0,True
mookie1.com,23.44.4.153,0.863,1.44,0.9497,0.8815,23.209.46.142,0.8545,0.026999999999999913,False
myntra.com,23.218.109.10,0.852,0.998,0.8981999999999999,0.8825000000000001,23.218.109.10,0.8825000000000001,0.0,True
n-tv.de,52.84.45.90,137.0,138.0,137.2,137.0,52.84.45.90,137.0,0.0,True
nationalgeographic.com,13.33.28.108,0.866,1.95,0.9917,0.878,13.33.28.108,0.878,0.0,True
naukri.com,96.17.72.16,0.506,1.48,0.6438,0.5405,96.17.72.16,0.5405,0.0,True
navitime.co.jp,13.225.4.89,1.39,2.36,1.51,1.42,13.225.4.89,1.42,0.0,True
ndtv.com,125.252.217.182,0.849,1.51,0.9406,0.8674999999999999,125.252.217.182,0.8674999999999999,0.0,True
networkadvertising.org,13.227.254.78,1.34,2.08,1.448,1.37,13.227.254.78,1.37,0.0,True
news.com.au,23.54.56.122,0.815,1.02,0.8873000000000001,0.8625,23.54.56.122,0.844,0.018500000000000072,True
news18.com,96.17.72.73,0.484,0.772,0.5373,0.507,96.17.72.73,0.507,0.0,True
nicovideo.jp,13.225.4.27,1.39,2.42,1.565,1.455,13.225.4.84,1.44,0.015000000000000124,False
nike.com,108.157.254.80,0.822,1.35,0.8901000000000001,0.839,108.157.254.92,0.827,0.01200000000000001,False
nikkansports.com,13.33.88.74,0.804,1.74,0.9648,0.8465,13.33.88.74,0.8465,0.0,True
npr.org,13.225.4.46,1.4,1.98,1.479,1.415,13.225.4.121,1.41,0.0050000000000001155,False
nu.nl,23.59.168.121,0.48,1.38,0.6176999999999999,0.5255000000000001,23.59.168.121,0.5255000000000001,0.0,True
nubank.com.br,13.35.238.119,0.866,1.78,1.0145000000000002,0.9105,13.35.238.119,0.9105,0.0,True
olx.com.br,13.35.238.100,0.857,1.54,0.9688,0.9065,13.35.238.77,0.9025,0.0040000000000000036,False
olx.pl,3.164.206.62,192.0,193.0,192.1,192.0,18.245.86.19,158.0,34.0,False
olympics.com,96.17.180.185,0.463,1.08,0.5535,0.4955,96.17.180.185,0.4955,0.0,True
onelink.me,13.35.238.105,0.847,1.43,0.9532,0.909,13.35.238.105,0.8494999999999999,0.05950000000000011,True
onet.pl,108.156.133.73,0.869,1.84,0.9885,0.8905000000000001,108.156.133.116,0.8365,0.05400000000000005,False
ooppgame.com,108.156.133.116,0.835,0.937,0.8843,0.89,108.156.133.99,0.884,0.006000000000000005,False
overwolf.com,13.33.88.90,0.87,1.97,1.0081,0.8925000000000001,13.33.88.90,0.8885000000000001,0.0040000000000000036,True
photobucket.com,52.85.49.24,178.0,179.0,178.1,178.0,18.66.102.7,153.0,25.0,False
playrix.com,108.156.133.59,0.879,1.86,1.0319999999999998,0.954,108.156.133.37,0.9165,0.03749999999999998,False
primevideo.com,13.35.238.112,0.817,1.5,0.9378,0.874,13.35.238.112,0.8714999999999999,0.0025000000000000577,True
privacymanager.io,13.227.254.28,1.43,2.9,1.655,1.47,13.227.254.28,1.47,0.0,True
protothema.gr,184.27.123.64,0.823,1.8,0.9542,0.8625,184.27.123.64,0.8625,0.0,True
pubmatic.com,108.156.133.110,0.817,1.72,0.9366,0.854,108.156.133.110,0.854,0.0,True
quizizz.com,13.227.254.76,1.34,1.41,1.365,1.36,13.33.88.61,0.8654999999999999,0.49450000000000016,False
rakuten-sec.co.jp,23.221.141.35,79.9,80.9,80.0,79.9,23.217.177.33,71.6,8.300000000000011,False
rapid7.com,13.35.210.104,0.863,1.58,0.9528,0.8815,13.35.210.110,0.88,0.0014999999999999458,False
redfin.com,13.33.88.88,0.886,1.7,0.9915,0.9135,13.33.88.27,0.898,0.015499999999999958,False
repubblica.it,3.164.68.19,180.0,181.0,180.1,180.0,13.224.189.25,158.0,22.0,False
riotgames.com,173.222.146.92,0.804,1.55,0.8996999999999999,0.824,173.222.146.92,0.803,0.020999999999999908,True
salesforce.com,184.31.10.133,34.6,37.7,35.02,34.7,23.1.99.130,0.631,34.069,False
salonboard.com,23.50.232.241,0.905,0.96,0.9312,0.934,23.32.29.88,0.571,0.3630000000000001,False
sarkariresult.com,13.35.210.99,0.832,1.44,0.9116,0.8494999999999999,13.35.210.99,0.8494999999999999,0.0,True
sciencedaily.com,13.225.4.76,1.38,2.07,1.482,1.415,13.225.4.25,1.3650000000000002,0.04999999999999982,False
script.ac,18.155.68.29,1.38,2.02,1.507,1.45,18.155.68.10,1.42,0.030000000000000027,False
sec.gov,23.210.104.118,0.886,1.03,0.9224,0.908,23.210.104.118,0.8634999999999999,0.044500000000000095,True
senate.gov,23.202.130.149,0.866,1.81,0.9968,0.9065,23.202.130.149,0.765,0.14149999999999996,True
sensic.net,108.156.133.13,0.835,1.98,0.9803,0.871,108.156.133.13,0.871,0.0,True
shalltry.com,18.165.122.98,178.0,179.0,178.1,178.0,52.222.214.119,156.0,22.0,False
sharethis.com,3.165.82.117,0.872,1.52,1.021,0.9105,3.165.82.107,0.8734999999999999,0.03700000000000003,False
smadex.com,13.225.4.41,1.37,1.59,1.459,1.44,13.225.4.41,1.44,0.0,True
smartthings.com,13.35.210.34,0.83,2.01,0.9883,0.8765000000000001,13.35.210.34,0.8674999999999999,0.009000000000000119,True
sophos.com,23.59.168.130,0.495,0.944,0.5585,0.5175000000000001,23.59.168.130,0.5175000000000001,0.0,True
soundcloud.com,13.33.88.85,0.805,1.51,0.9087,0.841,13.33.88.85,0.841,0.0,True
spot.im,13.33.28.48,0.814,0.912,0.8636999999999999,0.8534999999999999,13.33.28.48,0.8534999999999999,0.0,True
ssrn.com,13.35.238.123,0.868,3.55,1.317,0.9225,13.35.238.123,0.9085,0.014000000000000012,True
statista.com,13.35.210.50,0.842,1.24,0.9083,0.8625,13.35.210.50,0.8625,0.0,True
steamcommunity.com,173.222.146.99,0.808,1.63,0.9404,0.8434999999999999,173.222.146.99,0.8025,0.040999999999999925,True
steampowered.com,23.203.76.5,0.825,0.942,0.8707,0.865,23.203.76.5,0.865,0.0,True
subito.it,104.83.196.191,0.871,2.05,1.1807999999999998,1.03,104.83.196.191,0.986,0.04400000000000004,True
supercell.com,108.157.254.8,0.822,1.35,0.8876999999999999,0.8334999999999999,108.157.254.8,0.8334999999999999,0.0,True
surveymonkey.com,18.155.68.83,1.37,1.46,1.4009999999999998,1.39,18.155.68.83,1.39,0.0,True
telegraph.co.uk,108.156.22.61,181.0,181.0,181.0,181.0,65.9.66.125,156.0,25.0,False
tesla.com,23.7.244.207,1.01,2.85,1.238,1.08,23.7.244.207,0.8614999999999999,0.21850000000000014,True
themoviedb.org,108.156.133.105,0.847,1.53,0.9378,0.871,108.156.133.105,0.871,0.0,True
threads.net,157.240.7.52,0.624,1.55,0.7769999999999999,0.695,157.240.15.63,0.685,0.009999999999999898,False
tiktok.com,108.156.133.118,0.831,1.74,0.9502,0.87,108.156.133.118,0.87,0.0,True
tiktokv.com,23.32.29.16,0.475,0.541,0.5094,0.508,23.32.29.16,0.508,0.0,True
tp-link.com,13.35.238.23,0.818,1.39,0.8993999999999998,0.838,13.35.238.23,0.838,0.0,True
tradingview.com,13.33.88.52,0.873,1.7,1.0365,0.945,13.33.88.52,0.9435,0.0014999999999999458,True
trello.com,3.165.82.77,0.892,0.987,0.9334,0.9325,3.165.82.5,0.881,0.05149999999999999,False
tremorhub.com,108.156.133.45,0.811,1.47,0.9134,0.8474999999999999,108.156.133.45,0.8474999999999999,0.0,True
tribunnews.com,13.225.4.50,1.44,1.93,1.517,1.46,13.225.4.129,1.43,0.030000000000000027,False
tvn24.pl,3.165.82.49,0.807,1.41,0.9126,0.8574999999999999,3.165.82.49,0.8574999999999999,0.0,True
typeform.com,13.35.210.71,0.842,1.58,0.9393,0.87,13.35.210.71,0.87,0.0,True
udn.com,23.210.100.170,0.813,0.939,0.8583999999999999,0.855,23.210.100.170,0.855,0.0,True
ui.com,13.227.254.103,1.37,2.33,1.509,1.4249999999999998,13.227.254.103,1.4249999999999998,0.0,True
unity3d.com,23.203.73.209,0.831,1.09,0.8741999999999999,0.851,23.203.73.209,0.851,0.0,True
unrulymedia.com,13.35.238.90,0.815,1.56,0.9563,0.85,13.35.238.90,0.85,0.0,True
usnews.com,23.202.135.50,0.726,1.24,0.7983,0.748,23.202.135.50,0.748,0.0,True
verkada.com,108.156.133.60,0.908,1.99,1.0867,0.9645,108.156.133.60,0.9415,0.02300000000000002,True
viber.com,125.252.217.147,0.797,1.5,0.8956,0.8254999999999999,125.252.217.147,0.8254999999999999,0.0,True
wa.me,57.144.145.32,0.799,1.48,0.8813000000000001,0.813,157.240.235.60,0.7135,0.09949999999999992,False
walmart.com,23.207.181.199,0.486,0.545,0.5114000000000001,0.508,23.207.181.199,0.508,0.0,True
washingtonpost.com,23.15.150.132,0.915,1.46,0.9995,0.946,23.15.150.132,0.946,0.0,True
wattpad.com,108.156.133.16,0.822,1.49,0.9107,0.8525,108.156.133.16,0.8525,0.0,True
weather.com,173.222.146.176,0.815,1.45,0.9207,0.859,173.222.146.176,0.855,0.0040000000000000036,True
weathernews.jp,13.33.28.91,0.821,1.52,0.9342,0.8605,13.33.28.91,0.8605,0.0,True
wetransfer.com,3.165.82.72,0.811,1.7,0.932,0.841,3.165.82.72,0.841,0.0,True
whatsapp.com,57.144.153.32,0.785,1.62,0.8865999999999999,0.8005,157.240.235.60,0.724,0.07650000000000001,False
whatsapp.net,157.240.13.54,0.784,0.836,0.8090999999999999,0.808,157.240.235.60,0.682,0.126,False
wowhead.com,3.165.102.2,0.882,1.97,1.0547,0.914,3.165.102.2,0.914,0.0,True
wsj.com,3.165.102.61,0.869,1.42,0.9506,0.8905000000000001,3.165.102.20,0.8725,0.018000000000000016,False
wunderground.com,104.69.160.216,0.996,5.92,2.3116000000000003,1.125,173.222.146.176,1.0245,0.10050000000000003,False
www.gob.mx,23.44.4.170,0.858,1.49,0.9418999999999998,0.886,23.44.4.170,0.886,0.0,True
www.nhs.uk,2.22.111.68,154.0,155.0,154.6,155.0,2.22.111.68,155.0,0.0,True
ynet.co.il,23.218.109.182,0.85,1.56,0.9669,0.91,184.51.97.227,0.541,0.369,False
zemanta.com,118.215.81.213,0.846,1.74,0.9921,0.881,118.215.81.213,0.8485,0.03249999999999997,True
zillow.com,52.85.49.15,189.0,190.0,189.1,189.0,18.239.83.113,160.0,29.0,False
zozo.jp,96.17.180.43,0.451,1.04,0.5430999999999999,0.4885,96.17.180.46,0.4815,0.007000000000000006,False
